ApplicationDocsID	ApplicationDocsTypeID	ApplNo	SubmissionType	SubmissionNo	ApplicationDocsTitle	ApplicationDocsURL	ApplicationDocsDate
4138	1	021040	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/21040LTR.PDF	1999-10-22 00:00:00
4139	1	021040	SUPPL     	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21040slr001,002,005,007,009ltr.pdf	2003-12-23 00:00:00
4140	1	021040	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21040slr001,002,005,007,009ltr.pdf	2003-12-23 00:00:00
4141	1	021040	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21040slr001,002,005,007,009ltr.pdf	2003-12-23 00:00:00
4142	1	021040	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21040slr010ltr.pdf	2004-06-10 00:00:00
4143	1	021041	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21041scp008,010ltr.pdf	2003-10-09 00:00:00
4144	1	021041	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/021041Orig1s031ltr.pdf	2014-12-30 00:00:00
4145	1	021042	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/21042ltr.pdf	1999-05-20 00:00:00
4146	1	021042	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21042s7s8s10s12s13s14ltr.pdf	2002-04-11 00:00:00
4147	1	021042	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21042s7s8s10s12s13s14ltr.pdf	2002-04-11 00:00:00
4148	1	021042	SUPPL     	12	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21042s7s8s10s12s13s14ltr.pdf	2002-04-11 00:00:00
4149	1	021042	SUPPL     	14	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21042s7s8s10s12s13s14ltr.pdf	2002-04-11 00:00:00
4150	1	021042	SUPPL     	18	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21042se8-018,21052se8-012ltr.pdf	2003-08-15 00:00:00
4151	1	021042	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21052slr014,015,016,21042slr020,021,022ltr.pdf	2003-07-06 00:00:00
4152	1	021042	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/21052s019,026ltr.pdf	2004-08-25 00:00:00
4153	1	021042	SUPPL     	33	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/021042Orig1s033,021052Orig1s024ltr.pdf	2016-05-11 00:00:00
4154	1	021043	SUPPL     	6	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021043s006LTR.pdf	2006-05-30 00:00:00
4155	1	021045	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021045s011ltr.pdf	2006-08-24 00:00:00
4156	1	021045	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/021045s015ltr.pdf	2009-11-20 00:00:00
4157	1	021046	SUPPL     	3	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20822slr019,21046slr003ltr.pdf	2002-11-19 00:00:00
4158	1	021046	SUPPL     	5	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/21046slr005,20822slr023ltr.pdf	2004-04-20 00:00:00
4159	1	021046	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20822slr027,21046slr007,21323slr015,21365slr008ltr.pdf	2004-05-26 00:00:00
4160	1	021046	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/20822s029,21046s009,21323s020,21365s012ltr.pdf	2005-02-23 00:00:00
4161	1	021046	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020822s038,s040,021046s016,s017ltr.pdf	2011-08-17 00:00:00
4162	1	021046	SUPPL     	17	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020822s038,s040,021046s016,s017ltr.pdf	2011-08-17 00:00:00
4163	1	021046	SUPPL     	19	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020822s042,021046s019ltr.pdf	2012-03-29 00:00:00
4164	1	021046	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020822Org1s043,021046Orig1s020,021323Orig1s040,021365Orig1s030ltr.pdf	2012-12-05 00:00:00
4165	1	021052	SUPPL     	4	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21042s7s8s10s12s13s14ltr.pdf	2002-04-11 00:00:00
4166	1	021052	SUPPL     	6	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21042s7s8s10s12s13s14ltr.pdf	2002-04-11 00:00:00
4167	1	021052	SUPPL     	8	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21042s7s8s10s12s13s14ltr.pdf	2004-06-30 00:00:00
4168	1	021052	SUPPL     	12	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21042se8-018,21052se8-012ltr.pdf	2003-08-15 00:00:00
4169	1	021052	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21052slr014,015,016,21042slr020,021,022ltr.pdf	2003-07-06 00:00:00
4170	1	021052	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21052slr014,015,016,21042slr020,021,022ltr.pdf	2003-07-06 00:00:00
4171	1	021052	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/21042s028,21052s021ltr.pdf	2004-09-16 00:00:00
4172	1	021052	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/021042Orig1s033,021052Orig1s024ltr.pdf	2016-05-11 00:00:00
4173	1	021055	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/21055ltr.pdf	1999-12-29 00:00:00
4174	1	021055	SUPPL     	3	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21055slr002,003ltr.pdf	2003-05-29 00:00:00
4175	1	021055	SUPPL     	6	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021055s006ltr.pdf	2011-05-19 00:00:00
4176	1	021056	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/21056ltr.pdf	2000-06-28 00:00:00
4177	1	021056	SUPPL     	3	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021056s003ltr.pdf	2011-04-13 00:00:00
4178	1	021057	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/21057ltr.pdf	1999-07-29 00:00:00
4179	1	021057	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/021057s007ltr.pdf	2008-07-02 00:00:00
4180	1	021057	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/021057Orig1s010ltr.pdf	2014-12-23 00:00:00
4181	1	021060	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/021060ltr.pdf	2004-12-29 00:00:00
4182	1	021064	SUPPL     	2	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21064slr002ltr.pdf	2002-07-08 00:00:00
4183	1	021064	SUPPL     	4	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21064scm004ltr.pdf	2004-06-02 00:00:00
4184	1	021064	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021064s007ltr.pdf	2007-10-15 00:00:00
4185	1	021064	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/021064s009ltr.pdf	2008-05-14 00:00:00
4186	1	021065	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/21065LTR.PDF	1999-10-15 00:00:00
4187	1	021065	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/021065Orig1s020ltr.pdf	2014-01-10 00:00:00
4188	1	021067	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/021067s007ltr.pdf	2008-02-29 00:00:00
4189	1	021071	SUPPL     	8	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21071slr008ltr.pdf	2002-12-03 00:00:00
4190	1	021071	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/21071slr009,21410slr005,006ltr.pdf	2004-05-26 00:00:00
4191	1	021071	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021071s010ltr.pdf	2005-05-17 00:00:00
4192	1	021071	SUPPL     	14	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/21071s014,21410s009ltr.pdf	2005-01-11 00:00:00
4193	1	021071	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021071s016LTR.pdf	2006-04-25 00:00:00
4194	1	021071	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021071s019, 021071s021LTR.pdf	2006-06-20 00:00:00
4195	1	021071	SUPPL     	27	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021071s027ltr.pdf	2007-09-25 00:00:00
4196	1	021071	SUPPL     	29	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/021071s029ltr.pdf	2008-01-18 00:00:00
4197	1	021071	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021071s031ltr.pdf	2007-11-19 00:00:00
4198	1	021071	SUPPL     	38	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021071s038,021410s026,021700s010ltr.pdf	2011-02-03 00:00:00
4199	1	021071	SUPPL     	40	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021071s040,021410s029,021700s012ltr.pdf	2011-11-21 00:00:00
4200	1	021071	SUPPL     	41	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/021071s041,021410s030,021700s013ltr.pdf	2012-06-04 00:00:00
4201	1	021071	SUPPL     	44	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/021071Orig1s044,021410Orig1s032,021700Orig1s015ltr.pdf	2013-01-30 00:00:00
4202	1	021071	SUPPL     	45	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/021071Orig1s045,021410Orig1s034,021700Orig1s016ltr.pdf	2013-09-19 00:00:00
4203	1	021071	SUPPL     	49	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/021071Orig1s047,s048,s049ltr.pdf	2014-05-08 00:00:00
4204	1	021073	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21073se8010ltr.pdf	2002-07-12 00:00:00
4205	1	021073	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21073s16ltr.pdf	2002-01-07 00:00:00
4206	1	021073	SUPPL     	18	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21073scp018ltr.pdf	2002-12-03 00:00:00
4207	1	021073	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21073se8-020ltr.pdf	2003-12-04 00:00:00
4208	1	021073	SUPPL     	23	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/21073s023ltr.pdf	2004-08-05 00:00:00
4209	1	021073	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/21073s024ltr.pdf	2004-07-21 00:00:00
4210	1	021073	SUPPL     	27	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021073s027ltr.pdf	2006-09-18 00:00:00
4211	1	021073	SUPPL     	28	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021073S028, 021842S002ltr.pdf	2006-11-07 00:00:00
4212	1	021073	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021073s031LTR.pdf	2007-08-17 00:00:00
4213	1	021073	SUPPL     	33	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/021073s033ltr.pdf	2008-05-09 00:00:00
4214	1	021073	SUPPL     	37	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/021073s037ltr.pdf	2009-10-26 00:00:00
4215	1	021073	SUPPL     	40	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021073s040ltr.pdf	2010-07-30 00:00:00
4216	1	021073	SUPPL     	44	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021073Orig1s043s044-021842Orig1s014s015-022024Orig1s008s007-021925Orig1s010s011ltr.pdf 	2011-08-05 00:00:00
4217	1	021073	SUPPL     	46	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/021073Orig1s046ltr.pdf	2013-11-14 00:00:00
4218	1	021074	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/21074ltr.pdf	2001-10-02 00:00:00
4219	1	021074	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/021074s007ltr.pdf	2012-05-21 00:00:00
4220	1	021074	SUPPL     	8	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/021074s008ltr.pdf	2012-06-11 00:00:00
4221	1	021074	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/021074Orig1s009ltr.pdf	2013-02-20 00:00:00
4224	1	021076	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/21076ltr.pdf	1999-11-29 00:00:00
4225	1	021076	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21076slr007LTR.pdf	2002-07-31 00:00:00
4226	1	021077	SUPPL     	8	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21077slr008ltr.pdf	2002-08-21 00:00:00
4227	1	021077	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021077s026LTR.pdf	2006-10-02 00:00:00
4228	1	021077	SUPPL     	36	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/021077s036ltr.pdf	2009-04-03 00:00:00
4229	1	021077	SUPPL     	41	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021077s041ltr.pdf	2011-01-07 00:00:00
4230	1	021077	SUPPL     	42	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021077s042,021254s013,020692s036ltr.pdf	2010-06-29 00:00:00
4231	1	021077	SUPPL     	47	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021077s047,021254s016,020692s039ltr.pdf	2011-07-05 00:00:00
4232	1	021077	SUPPL     	53	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/021077Orig1s053ltr.pdf	2014-11-14 00:00:00
4233	1	021077	SUPPL     	54	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/021077Orig1s054ltr.pdf	2016-05-02 00:00:00
4234	1	021078	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/21-078_Malarone_Approv.pdf	2003-06-16 00:00:00
4235	1	021078	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021078s008,009ltr.pdf	2005-03-03 00:00:00
4236	1	021078	SUPPL     	12	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021078s012ltr.pdf	2008-01-09 00:00:00
4237	1	021078	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/021078s016ltr.pdf	2008-12-29 00:00:00
4238	1	021078	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/021078Orig1s022ltr.pdf	2013-03-01 00:00:00
4239	1	021079	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/21079ltr.pdf	1999-09-24 00:00:00
4240	3	021081	SUPPL     	17	This Former NDA Was Deemed To Be a BLA on March 23, 2020.	http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021081_s017_Lantus.pdf	2020-03-23 00:00:00
4241	3	021081	SUPPL     	24	This Former NDA Was Deemed To Be a BLA on March 23, 2020.	http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/021081Orig1s024.pdf	2020-03-23 00:00:00
4242	1	021082	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/21082ltr.pdf	2001-03-01 00:00:00
4243	1	021083	SUPPL     	6	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21083se1-006,21110se1-004ltr.pdf	2003-04-18 00:00:00
4244	1	021083	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21083slr5,7,8,9,10,21110slr1,5,7,9,10ltr.pdf	2003-01-23 00:00:00
4245	1	021083	SUPPL     	14	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21110slr013,21083slr014ltr.pdf	2004-06-14 00:00:00
4246	1	021083	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021083s020,021,021110s027,028ltr.pdf	2005-07-08 00:00:00
4247	1	021083	SUPPL     	23	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021083s022,023,021110s030,031ltr.pdf	2005-10-14 00:00:00
4248	1	021083	SUPPL     	25	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021083s024, s025, 021110s032, s034LTR.pdf	2006-06-06 00:00:00
4249	1	021083	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021083s026, 021110s035_ltr.pdf	2007-01-16 00:00:00
4250	1	021083	SUPPL     	29	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021083s029, 021110s037ltr.pdf	2007-02-12 00:00:00
4251	1	021083	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021083s030, 021101s038ltr.pdf	2007-01-25 00:00:00
4252	1	021083	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021083s031,021110s039ltr.pdf	2007-05-09 00:00:00
4253	1	021083	SUPPL     	34	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021083s034,021110s045ltr.pdf	2007-10-22 00:00:00
4254	1	021083	SUPPL     	36	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/021083s036, s037, 021110s047, s048ltr.pdf	2008-03-07 00:00:00
4255	1	021083	SUPPL     	41	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/021110s051,021083s041ltr.pdf	2009-11-10 00:00:00
4256	1	021083	SUPPL     	44	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021110s055s057,021083s044,s047ltr.pdf	2010-12-07 00:00:00
4257	1	021083	SUPPL     	46	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021083s046,021110s056ltr.pdf	2010-07-08 00:00:00
4258	1	021083	SUPPL     	47	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021110s055s057,021083s044,s047ltr.pdf	2010-12-07 00:00:00
4259	1	021083	SUPPL     	49	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021083s049,021110s059ltr.pdf	2011-07-13 00:00:00
4260	1	021083	SUPPL     	50	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021083s050,021110s060ltr.pdf	2011-06-09 00:00:00
4261	1	021083	SUPPL     	53	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/021083Orig1s053,021110Orig1s067ltr.pdf	2013-03-08 00:00:00
4262	1	021083	SUPPL     	54	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/021110Orig1s068,021083Orig1s054ltr.pdf	2013-09-17 00:00:00
4263	1	021083	SUPPL     	55	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/021083Orig1s055,021110Orig1s073ltr.pdf	2015-05-29 00:00:00
4264	1	021083	SUPPL     	56	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/021083Orig1s056,021110Orig1s074ltr.pdf	2015-03-10 00:00:00
4265	1	021083	SUPPL     	58	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/021083Orig1s058,021110Orig1075ltr.pdf	2015-11-09 00:00:00
4266	1	021085	SUPPL     	6	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21085s006ltr.pdf	2002-06-12 00:00:00
4267	1	021085	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21085slr014se1-015slr017,21277slr006se1-007slr009ltr.pdf	2003-03-10 00:00:00
4268	1	021085	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/21085se1-022,21277se1-017ltr.pdf	2004-05-26 00:00:00
4269	1	021085	SUPPL     	23	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/21277slr018,21085slr023ltr.pdf	2004-03-10 00:00:00
4270	1	021085	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/21277s019,21085s024ltr.pdf	2004-07-30 00:00:00
4271	1	021085	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021085s026,021277s022ltr.pdf	2005-06-14 00:00:00
4272	1	021085	SUPPL     	27	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021085s027,029,021277s024,025ltr.pdf	2005-11-30 00:00:00
4273	1	021085	SUPPL     	29	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021085s027,029,021277s024,025ltr.pdf	2005-11-30 00:00:00
4274	1	021085	SUPPL     	36	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021085s036,021277s030ltr.pdf	2007-06-04 00:00:00
4275	1	021085	SUPPL     	38	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/021085s038ltr.pdf	2008-02-20 00:00:00
4276	1	021085	SUPPL     	40	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/021085s040, 021277s034ltr.pdf	2008-10-07 00:00:00
4277	1	021085	SUPPL     	41	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/021085s041,021277s035ltr.pdf	2009-06-29 00:00:00
4278	1	021085	SUPPL     	44	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021085s044,021277s038ltr.pdf	2010-11-02 00:00:00
4279	1	021085	SUPPL     	46	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021085s046,021277s040ltr.pdf	2010-04-09 00:00:00
4280	1	021085	SUPPL     	47	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021085s047,021277s041ltr.pdf	2011-03-02 00:00:00
4281	1	021085	SUPPL     	50	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/021085s050,s053,021277s046,s050ltr.pdf	2011-10-20 00:00:00
4282	1	021085	SUPPL     	55	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/021085Orig1s055,021277Orig1s052ltr.pdf	2012-08-28 00:00:00
4283	1	021086	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/21086ltr.pdf	2000-04-06 00:00:00
4284	1	021086	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020592s029, 021086s011, 021253s006ltr.pdf	2006-09-18 00:00:00
4285	1	021086	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021253s016,021086s016,020592s035ltr.pdf	2006-03-01 00:00:00
4286	1	021086	SUPPL     	23	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/020592s042s043_021086s022s023_021253s026_ltr.pdf	2007-07-10 00:00:00
4287	1	021086	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/020592s051,021086s030,021253s036ltr.pdf	2009-11-19 00:00:00
4288	1	021086	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/020592s052,021086s031,021253s037ltr.pdf	2010-02-01 00:00:00
4289	1	021086	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/020592s055,s053,021086s034,s032,021253s043,s039ltr.pdf	2010-06-03 00:00:00
4290	1	021086	SUPPL     	34	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/020592s055,s053,021086s034,s032,021253s043,s039ltr.pdf	2010-06-03 00:00:00
4291	1	021086	SUPPL     	36	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/020592s057,021086s036,021253s045ltr.pdf	2010-12-06 00:00:00
4292	1	021086	SUPPL     	39	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020592s060,s061,021086s038,s039ltr.pdf	2011-06-27 00:00:00
4293	1	021086	SUPPL     	41	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/021520Orig1s039,s037,018936Orig1s100,s101,020592Orig1s063,021086Orig1s041,021235Orig1s021ltr.pdf	2013-07-30 00:00:00
4294	1	021087	SUPPL     	2	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/21087s2.ltr.pdf	2000-11-17 00:00:00
4295	1	021087	SUPPL     	13	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/021087s013ltr.pdf	2009-11-05 00:00:00
4296	1	021087	SUPPL     	14	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/021087s014_021246s008ltr.pdf	2009-10-16 00:00:00
4297	1	021087	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/021087s020_021246s013ltr.pdf	2009-10-19 00:00:00
4298	1	021087	SUPPL     	23	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021087s023ltr.pdf	2005-04-28 00:00:00
4299	1	021087	SUPPL     	25	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021087s025ltr.pdf	2005-11-01 00:00:00
4300	1	021087	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021087s026ltr.pdf	2005-08-19 00:00:00
4301	1	021087	SUPPL     	27	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021087s027ltr.pdf	2009-10-19 00:00:00
4302	1	021087	SUPPL     	29	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021087s029_021246s019ltr.pdf	2009-10-19 00:00:00
4303	1	021087	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021246s017,021087s030rev2.pdf	2006-01-18 00:00:00
4304	1	021087	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021087s031_021246s020ltr.pdf	2009-10-19 00:00:00
4305	1	021087	SUPPL     	40	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021087s040, 021246s027_LTR.pdf	2007-07-05 00:00:00
4306	1	021087	SUPPL     	44	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021087s044ltr.pdf	2007-12-18 00:00:00
4307	1	021087	SUPPL     	46	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/021087s046ltr.pdf	2009-10-19 00:00:00
