ApplNo	ApplType	ApplPublicNotes	SponsorName
050529	NDA		ROSS LABS
050530	NDA		BRISTOL MYERS SQUIBB
050532	NDA		LILLY
050533	NDA		PFIZER
050536	NDA		MAYNE PHARMA
050537	NDA		PFIZER
050541	NDA		NOVARTIS
050542	NDA		US ANTIBIOTICS
050544	NDA		SCHERING
050545	NDA		WYETH PHARMS INC
050547	NDA		VALIDUS PHARMS
050548	NDA		ERSANA
050549	NDA		BAYER PHARMS
050550	NDA		LILLY
050551	NDA		PFIZER
050554	NDA		BRISTOL
050555	NDA		NOVARTIS
050556	NDA		PFIZER
050557	NDA		VALEANT INTL
050558	NDA		PAI HOLDINGS PHARM
050560	NDA		ASTELLAS
050562	NDA		BAYER PHARMS
050564	NDA		US ANTIBIOTICS
050565	NDA		ROCHE
050566	NDA		BAXTER HLTHCARE
050567	NDA		ALLERGAN
050571	NDA		TAP PHARM
050573	NDA		NOVARTIS
050574	NDA		NOVARTIS
050575	NDA		US ANTIBIOTICS
050576	NDA		STRIDES PHARMA
050577	NDA		TEVA PHARMS USA
050578	NDA		TELIGENT
050579	NDA		GLAXOSMITHKLINE
050580	NDA		BRISTOL MYERS SQUIBB
050581	NDA		MERCK
050582	NDA		MAYNE PHARMA INTL
050584	NDA		BAUSCH
050585	NDA		HOFFMANN LA ROCHE
050586	NDA		ALLERGAN
050587	NDA		MERCK
050588	NDA		TELIGENT
050589	NDA		ASTELLAS
050590	NDA		GLAXOSMITHKLINE
050591	NDA		GLAXOSMITHKLINE
050592	NDA		NOVARTIS
050593	NDA		HOSPIRA
050594	NDA		JOHNSON AND JOHNSON
050596	NDA		VALIDUS PHARMS
050597	NDA		US ANTIBIOTICS
050598	NDA		COMBE
050599	NDA		LILLY
050600	NDA		PFIZER
050601	NDA		TAKEDA
050605	NDA		GLAXOSMITHKLINE
050606	NDA		ANI PHARMS
050608	NDA		PFIZER
050609	NDA		HOSPIRA
050610	NDA		PADDOCK LLC
050611	NDA		ARBOR PHARMS LLC
050612	NDA		ALLERGAN
050613	NDA		PFIZER
050614	NDA		LILLY
050615	NDA		PFIZER
050616	NDA		NOVARTIS
050617	NDA		MYLAN
050618	NDA		APOTHECON
050619	NDA		DELCOR ASSET CORP
050621	NDA		LEDERLE
050622	NDA		LEDERLE
050624	NDA		HOFFMANN LA ROCHE
050625	NDA		NOVARTIS
050627	NDA		SANOFI AVENTIS US
050628	NDA		EYEVANCE
050629	NDA		PFIZER
050630	NDA		MERCK
050632	NDA		BRISTOL MYERS SQUIBB
050633	NDA		WYETH AYERST
050634	NDA		TELIGENT
050635	NDA		ABRAXIS PHARM
050636	NDA		ABRAXIS PHARM
050637	NDA		PHARMACIA AND UPJOHN
050638	NDA		BAXTER HLTHCARE
050639	NDA		PFIZER
050640	NDA		BAXTER HLTHCARE
050641	NDA		CHARTWELL RX
050643	NDA		TELIGENT
050646	NDA		GLAXOSMITHKLINE
050648	NDA		BAXTER HLTHCARE
050649	NDA		BAUSCH
050653	NDA		SCHIFF AND CO
050655	NDA		BAXTER HLTHCARE
050658	NDA		GLAXOSMITHKLINE
050661	NDA		PFIZER
050662	NDA		ABBVIE
050664	NDA		CORDEN PHARMA
050665	NDA		CORDEN PHARMA
050667	NDA		KING PHARMS
050668	NDA		KING PHARMS
050670	NDA		PFIZER
050671	NDA		BAXTER HLTHCARE
050672	NDA		GLAXOSMITHKLINE
050673	NDA		LILLY
050674	NDA		PHARMACIA AND UPJOHN
050675	NDA		PHARMACIA AND UPJOHN
050678	NDA		LILLY RES LABS
050679	NDA		HOSPIRA INC
050680	NDA		PFIZER
050682	NDA		RECORDATI RARE
050683	NDA		PHARMACIA AND UPJOHN
050684	NDA		WYETH PHARMS
050685	NDA		SI PHARMS
050686	NDA		SI PHARMS
050687	NDA		SANKYO
050688	NDA		SANKYO
050689	NDA		PFIZER
050693	NDA		PFIZER
050694	NDA		TELIGENT
050697	NDA		ABBVIE INC
050698	NDA		ABBVIE
050703	NDA		GLAXOSMITHKLINE
050704	NDA		GALEN (UK)
050705	NDA		SANOFI AVENTIS US
050706	NDA		PFIZER
050708	NDA		ASTELLAS
050709	NDA		ASTELLAS
050710	NDA		PFIZER
050711	NDA		PFIZER
050715	NDA		NOVARTIS
050716	NDA		NOVARTIS
050717	NDA		ZAMBON SPA
050718	NDA		BAXTER HLTHCARE CORP
050719	NDA		CASPER PHARMA LLC
050720	NDA		US ANTIBIOTICS
050722	NDA		ROCHE PALO
050723	NDA		ROCHE PALO
050724	NDA		LEADIANT BIOSCI INC
050725	NDA		US ANTIBIOTICS
050726	NDA		US ANTIBIOTICS
050729	NDA		ALKOPHARMA USA
050730	NDA		PFIZER
050731	NDA		HIKMA
050733	NDA		PFIZER
050734	NDA		PFIZER
050739	NDA		ABBVIE
050740	NDA		ASTELLAS
050741	NDA		STIEFEL
050742	NDA		MERCK SHARP DOHME
050744	NDA		COLLAGENEX
050746	NDA		GLAXOSMITHKLINE
050747	NDA		KING PHARMS
050748	NDA		KING PHARMS
050749	NDA		ABBVIE
050750	NDA		WYETH PHARMS
050751	NDA		DEN-MAT
050753	NDA		MYLAN SPECIALITY LP
050754	NDA		US ANTIBIOTICS
050755	NDA		US ANTIBIOTICS
050756	NDA		BAUSCH
050757	NDA		TAKEDA PHARMS USA
050758	NDA		ROCHE PALO
050759	NDA		ROCHE PALO
050760	NDA		US ANTIBIOTICS
050761	NDA		US ANTIBIOTICS
050762	NDA		PFIZER
050763	NDA		SUPERGEN
050767	NDA		PFIZER
050769	NDA		BIOFRONTERA
050775	NDA		ABBVIE
050777	NDA		LEO PHARMA AS
050778	NDA		PFIZER INC
050779	NDA		B BRAUN
050780	NDA		B BRAUN
050781	NDA		ORAPHARMA
050782	NDA		BAUSCH
050783	NDA		GALDERMA LABS LP
050784	NDA		PFIZER
050785	NDA		US ANTIBIOTICS
050786	NDA		ALLERGAN
050788	NDA		PADAGIS US
050789	NDA		FRESENIUS KABI USA
050790	NDA		ALLERGAN
050791	NDA		NOVARTIS
050792	NDA		B BRAUN
050793	NDA		PADAGIS US
050794	NDA		CELGENE
050795	NDA		MAYNE PHARMA
050796	NDA		B BRAUN
050797	NDA		PF PRISM CV
050801	NDA		MYLAN
050802	NDA		BAUSCH
050803	NDA		ALMIRALL
050804	NDA		BAUSCH AND LOMB
050805	NDA		GALDERMA LABS LP
050807	NDA		HOSPIRA
050808	NDA		BAUSCH
050809	NDA		TEVA PARENTERAL
050810	NDA		AKORN
050813	NDA		PRAGMA
050814	NDA		GILEAD
050817	NDA		BAXTER HLTHCARE
050818	NDA		EYEVANCE
050819	NDA		BAUSCH
050821	NDA		B BRAUN
050823	NDA		B BRAUN
050824	NDA		CUMBERLAND PHARMS
060002	ANDA		LILLY
060003	ANDA		LILLY
060004	ANDA		LILLY
060006	ANDA		WYETH AYERST
060007	ANDA		WYETH AYERST
060014	NDA		CASPER PHARMA LLC
060059	ANDA		ELKINS SINN
060060	ANDA		GLAXOSMITHKLINE
060073	ANDA		IVAX SUB TEVA PHARMS
060074	ANDA		PFIZER
060075	ANDA		PFIZER
060076	ANDA		PFIZER
060082	ANDA		PFIPHARMECS
060093	ANDA		LILLY
060095	ANDA		PFIPHARMECS
060096	ANDA		PFIZER
060099	ANDA		PFIZER
060101	ANDA		KING PHARMS LLC
060107	ANDA		LILLY
060111	ANDA		PFIZER
060127	ANDA		APOTHECON
060132	ANDA		ANGUS
060133	ANDA		ALTANA
060134	ANDA		LEDERLE
060136	ANDA		LEDERLE
060173	ANDA		FERRANTE
060174	ANDA		FERRANTE
060179	ANDA		FERRANTE
060180	ANDA		STERISCIENCE
060188	ANDA		AKORN
060212	ANDA		WYETH AYERST
060254	ANDA		GLAXOSMITHKLINE
060272	ANDA		ARBOR PHARMS INC
060282	ANDA		PFIZER
060285	ANDA		PFIZER
060286	ANDA		PFIZER
060290	ANDA		PUREPAC PHARM
060291	ANDA		PUREPAC PHARM
060304	ANDA		TEVA
060306	ANDA		TEVA
060307	ANDA		TEVA
060343	ANDA		ANGUS
060347	ANDA		PHARMACIA AND UPJOHN
060359	ANDA		ARBOR PHARMS LLC
060362	ANDA		APOTHECON
060365	ANDA		BRISTOL MYERS SQUIBB
060384	ANDA		LILLY
060385	ANDA		LILLY
060392	ANDA		APOTHECON
060400	ANDA		PAR PHARM
060403	ANDA		LILLY
060404	ANDA		LILLY
060413	ANDA		WYETH AYERST
060427	ANDA		DOW PHARM
060429	ANDA		APOTHECON
060446	ANDA		PROTER
060456	ANDA		TEVA
060462	ANDA		SCHERING
060463	ANDA		SCHERING
060469	ANDA		IMPAX LABS
060471	ANDA		VALEANT PHARM INTL
060475	ANDA		PFIZER
060516	ANDA		APOTHECON
060517	ANDA		APOTHECON
060518	ANDA		IVAX SUB TEVA PHARMS
060520	ANDA		PHARMACIA AND UPJOHN
060521	ANDA		PARKEDALE
060522	ANDA		PARKE DAVIS
060567	ANDA		PFIZER
060569	ANDA		CHARTWELL RX
060570	ANDA		APOTHECON
060571	ANDA		DELCOR ASSET CORP
060572	ANDA		MYLAN
060574	ANDA		DELCOR ASSET CORP
060575	ANDA		DELCOR ASSET CORP
060576	ANDA		DELCOR ASSET CORP
060577	ANDA		DELCOR ASSET CORP
060578	ANDA		DELCOR ASSET CORP
060582	ANDA		MONARCH PHARMS
060586	ANDA		PFIZER
060587	ANDA		PFIZER
060593	ANDA		PURDUE
060595	ANDA		PFIZER
060601	ANDA		LILLY
060607	ANDA		LANNETT
060610	ANDA		PHARMACIA AND UPJOHN
060611	ANDA		PHARMACIA AND UPJOHN
060612	ANDA		PHARMACIA AND UPJOHN
060613	NDA		CASPER PHARMA LLC
060618	ANDA		J AND J
060624	ANDA		WYETH AYERST
060625	ANDA		WYETH AYERST
060626	ANDA		WYETH AYERST
060633	ANDA		ALPHARMA US PHARMS
060634	ANDA		PUREPAC PHARM
060641	ANDA		MEDPOINTE PHARM HLC
060645	ANDA		PHARMACIA AND UPJOHN
060647	ANDA		DOW PHARM
060657	ANDA		PFIZER
060666	ANDA		GLAXOSMITHKLINE
060677	ANDA		GLAXOSMITHKLINE
060684	ANDA		COPANOS
060687	ANDA		LILLY
060700	ANDA		MEDIMETRIKS PHARMS
060704	ANDA		IVAX SUB TEVA PHARMS
060707	ANDA		MONARCH PHARMS
060711	ANDA		TEVA
060716	ANDA		HIKMA
060730	ANDA		WATSON LABS
060731	ANDA		ALTANA
060733	ANDA		PHARMACIA AND UPJOHN
060734	ANDA		PHARMACIA AND UPJOHN
060736	ANDA		SUN PHARM INDUSTRIES
060751	ANDA		PHARMACIA AND UPJOHN
060752	ANDA		MYLAN
060760	ANDA		IMPAX LABS
060764	ANDA		PADAGIS US
060765	ANDA		IVAX SUB TEVA PHARMS
060768	ANDA		HIKMA
060770	ANDA		HIKMA
060781	ANDA		MYLAN
060783	ANDA		MYLAN
060800	ANDA		CONSOLIDATED PHARM
060806	ANDA		CONSOLIDATED PHARM
060851	ANDA		ARMENPHARM
060869	ANDA		PROTER
060908	ANDA		WYETH AYERST
061009	ANDA		PFIZER
061015	NDA		CASPER PHARMA LLC
061016	ANDA		PFIZER
061037	ANDA		PHARMACIA AND UPJOHN
061039	ANDA		PHARMACIA AND UPJOHN
061046	ANDA		PHARMACIA AND UPJOHN
061048	ANDA		PHARMACIA AND UPJOHN
061049	ANDA		PHARMACIA AND UPJOHN
061051	ANDA		COPANOS
061086	ANDA		PFIZER
061147	ANDA		STRIDES PHARMA
061148	ANDA		HEATHER
061149	ANDA		APOTHECON
061150	ANDA		BRISTOL
061151	ANDA		LEDERLE
061164	ANDA		APOTHECON
061187	ANDA		ALLERGAN
061188	ANDA		ALLERGAN
061206	ANDA		APOTHECON
061212	ANDA		PADAGIS US
061214	ANDA		ROXANE
061220	ANDA		PARKEDALE
061229	ANDA		MONARCH PHARMS
061304	ANDA		BRISTOL
061325	ANDA		LEDERLE
061334	ANDA		GLAXOSMITHKLINE
061336	ANDA		GLAXOSMITHKLINE
061370	ANDA		TEVA
061387	ANDA		VITARINE
061392	ANDA		BRISTOL MYERS SQUIBB
061394	ANDA		APOTHECON
061395	ANDA		SANDOZ
061396	ANDA		BRISTOL
061398	ANDA		BRISTOL
061410	ANDA		APOTHECON
061411	ANDA		APOTHECON
061443	ANDA		SOLVAY
061444	ANDA		LEDERLE
061445	ANDA		LEDERLE
061449	ANDA		APOTHECON
061450	ANDA		APOTHECON
061452	ANDA		APOTHECON
061453	ANDA		APOTHECON
061454	ANDA		SANDOZ
061455	ANDA		APOTHECON
061457	ANDA		APOTHECON
061461	ANDA		ANI PHARMS
061468	ANDA		IVAX SUB TEVA PHARMS
061471	ANDA		ANI PHARMS
061490	ANDA		SANDOZ
061502	ANDA		HERITAGE PHARMA
061505	ANDA		MYLAN
061528	ANDA		BELCHER PHARMS
061529	ANDA		BELCHER PHARMS
061530	ANDA		MYLAN
061532	ANDA		LEINER
061533	ANDA		DELCOR ASSET CORP
061571	ANDA		PUREPAC PHARM
061578	ANDA		X GEN PHARMS
061579	ANDA		X GEN PHARMS
061580	ANDA		X GEN PHARMS
061586	ANDA		SANDOZ
061588	ANDA		PUREPAC PHARM
061591	ANDA		ANI PHARMS
061596	ANDA		SANOFI AVENTIS US
061601	ANDA		BELCHER PHARMS
061602	ANDA		BELCHER PHARMS
061605	ANDA		BRISTOL MYERS SQUIBB
061606	ANDA		FOREST LABS
061613	ANDA		SANOFI AVENTIS US
061621	ANDA		ARBOR PHARMS LLC
061624	ANDA		MYLAN
061633	ANDA		ROBINS AH
061639	ANDA		ARBOR PHARMS LLC
061645	ANDA		ALCON
061648	ANDA		ALCON
061651	ANDA		PHARMACIA AND UPJOHN
061653	ANDA		BRISTOL
061655	ANDA		APOTHECON
061658	ANDA		BRISTOL
061659	ANDA		SOLVAY
061667	ANDA		ANI PHARMS
061675	ANDA		WYETH AYERST
061685	ANDA		WYETH AYERST
061699	ANDA		APOTHEKERNES
061705	ANDA		PHARMACIA AND UPJOHN
061716	ANDA		SCHERING
061717	ANDA		WATSON LABS
061718	ANDA		HOLLAND RANTOS
061720	ANDA		RACHELLE
061725	ANDA		WARNER CHILCOTT
061734	ANDA		WYETH AYERST
061737	ANDA		X GEN PHARMS
061739	ANDA		SCHERING
061740	ANDA		PUREPAC PHARM
061741	ANDA		COSETTE
061743	ANDA		PUREPAC PHARM
061755	ANDA		MYLAN
061758	ANDA		PUREPAC PHARM
061763	ANDA		APOTHECON
061764	ANDA		APOTHECON
061769	ANDA		APOTHECON
061773	ANDA		ACS DOBFAR
061791	ANDA		PFIZER
061802	ANDA		ABBOTT
061806	ANDA		GLAXOSMITHKLINE
061809	ANDA		PHARMACIA AND UPJOHN
061810	ANDA		BAYER PHARMS
061815	ANDA		PFIZER
061816	ANDA		SCHERING
061827	ANDA		PHARMACIA AND UPJOHN
061829	ANDA		MYLAN
061836	ANDA		PFIZER
061837	ANDA		WATSON LABS
061839	ANDA		PHARMACIA AND UPJOHN
061841	ANDA		PFIZER
061851	ANDA		APOTHECON
061853	ANDA		PUREPAC PHARM
061859	ANDA		GLAXOSMITHKLINE
061866	ANDA		GLAXOSMITHKLINE
061876	ANDA		SANOFI AVENTIS US
061884	ANDA		SANOFI AVENTIS US
061885	ANDA		APOTHECON
061886	ANDA		APOTHECON
061887	ANDA		BRISTOL
061888	ANDA		BRISTOL
061889	ANDA		BRISTOL
061893	ANDA		DISTA
061894	ANDA		LILLY
061895	ANDA		DISTA
061896	ANDA		LILLY
061897	ANDA		LILLY
061898	ANDA		APOTHECON
061901	ANDA		APOTHECON
061903	ANDA		AMBIX
061904	ANDA		ARBOR PHARMS LLC
061905	ANDA		ARBOR PHARMS LLC
061910	ANDA		DISTA
061911	ANDA		APOTHECON
061926	ANDA		TEVA
061931	ANDA		TEVA
061935	ANDA		BRISTOL MYERS SQUIBB
061936	ANDA		CONSOLIDATED PHARM
061953	ANDA		RACHELLE
061954	ANDA		TEVA
061965	ANDA		SANDOZ
061966	ANDA		COSETTE
061969	ANDA		IVAX SUB TEVA PHARMS
061976	ANDA		APOTHECON
061980	ANDA		PUREPAC PHARM
061984	ANDA		APOTHECON
061988	ANDA		BRISTOL MYERS SQUIBB
061996	ANDA		CHARTWELL RX
061999	ANDA		GLAXOSMITHKLINE
062001	ANDA		PARKE DAVIS
062002	ANDA		PARKE DAVIS
062003	ANDA		PARKE DAVIS
062008	ANDA		LILLY
062029	ANDA		PARKE DAVIS
062030	ANDA		PARKE DAVIS
062031	ANDA		ACTAVIS LABS FL INC
062032	ANDA		PARKE DAVIS
062036	ANDA		GLAXOSMITHKLINE
062041	ANDA		PARKE DAVIS
062042	ANDA		AKORN
062045	ANDA		TEVA
062049	ANDA		PFIZER
062050	ANDA		PFIZER
062055	ANDA		ANI PHARMS
062058	ANDA		CHARTWELL
062059	ANDA		BELCHER PHARMS
062065	ANDA		SANDOZ
062067	ANDA		MYLAN
062085	ANDA		MAST MM
062087	ANDA		WATSON LABS
062089	ANDA		LEDERLE
062090	ANDA		MYLAN
062098	ANDA		APOTHECON
062099	ANDA		APOTHECON
062103	ANDA		WATSON LABS
062107	ANDA		PARKE DAVIS
062117	ANDA		FACTA FARMA
062118	ANDA		FACTA FARMA
062119	ANDA		HALSEY
062120	ANDA		WYETH AYERST
062121	ANDA		WATSON LABS
062123	ANDA		WYETH AYERST
062124	ANDA		FOUGERA PHARMS
062127	ANDA		PARKE DAVIS
062129	ANDA		FOUGERA PHARMS
062131	ANDA		WYETH AYERST
062139	ANDA		LEDERLE
062142	ANDA		WATSON LABS
062149	ANDA		APOTHECON
062150	ANDA		APOTHECON
062151	ANDA		APOTHECON
062152	ANDA		APOTHECON
062153	ANDA		APOTHECON
062154	ANDA		APOTHECON
062155	ANDA		APOTHECON
062156	ANDA		APOTHECON
062157	ANDA		APOTHECON
062158	ANDA		PHARMADERM
062162	ANDA		BARR
062166	ANDA		PADAGIS US
062167	ANDA		PHARMADERM
062168	ANDA		ERSANA
062169	ANDA		COSETTE
062170	ANDA		KING PHARMS
062171	ANDA		OPTOPICS
062173	ANDA		ROXANE
062175	ANDA		WARNER CHILCOTT
062176	ANDA		WATSON LABS
062177	ANDA		DISTA
062178	ANDA		WYETH AYERST
062186	ANDA		PERRIGO NEW YORK
062196	ANDA		SANDOZ INC
062198	ANDA		PHARMACIA AND UPJOHN
062200	ANDA		ALPHARMA US PHARMS
062205	ANDA		CEPH INTL
062206	ANDA		FACTA FARMA
062208	ANDA		LEDERLE
062212	ANDA		GLAXOSMITHKLINE
062216	ANDA		US ANTIBIOTICS
062222	ANDA		ANI PHARMS
062223	ANDA		GLAXOSMITHKLINE
062225	ANDA		PADAGIS US
062226	ANDA		US ANTIBIOTICS
062231	ANDA		PARKE DAVIS
062233	ANDA		GLAXOSMITHKLINE
062237	ANDA		IVAX SUB TEVA PHARMS
062238	ANDA		GLAXOSMITHKLINE
062240	ANDA		TEVA
062241	ANDA		GLAXOSMITHKLINE
062247	ANDA		IVAX SUB TEVA PHARMS
062248	ANDA		PHARMACIA AND UPJOHN
062251	ANDA		HIKMA
062252	ANDA		TEVA
062256	ANDA		BARR
062264	ANDA		WYETH AYERST
062268	ANDA		TEVA
062269	ANDA		CARIBE HOLDINGS
062270	ANDA		GLAXOSMITHKLINE
062273	ANDA		GLAXOSMITHKLINE
062278	ANDA		GRUPPO LEPETIT
062279	ANDA		VALEANT LUXEMBOURG
062280	ANDA		PERRIGO NEW YORK
062286	ANDA		TEVA
062288	ANDA		BRISTOL
062289	ANDA		KING PHARMS
062290	ANDA		ARBOR PHARMS INC
062291	ANDA		SANDOZ
062297	ANDA		APOTHECON
062298	ANDA		ARBOR PHARMS LLC
062300	ANDA		WARNER CHILCOTT
062302	ANDA		SCHERING
062303	ANDA		SANOFI AVENTIS US
062304	ANDA		ARBOR PHARMS LLC
062305	ANDA		ROSS LABS
062306	ANDA		ROSS LABS
062307	ANDA		PADAGIS US
062310	ANDA		KING PFIZER
062311	ANDA		APOTHECON
062318	ANDA		WATSON LABS
062321	ANDA		GLAXOSMITHKLINE
062322	ANDA		WARNER CHILCOTT
062323	ANDA		APOTHECON
062324	ANDA		HIKMA
062325	ANDA		INTL MEDICATION
062326	ANDA		ALPHARMA US PHARMS
062327	ANDA		ALPHARMA US PHARMS
062328	ANDA		ALPHARMA US PHARMS
062332	ANDA		WARNER CHILCOTT
062333	ANDA		BAYER PHARMS
062334	ANDA		APOTHECON
062336	ANDA		BRISTOL MYERS
062337	ANDA		MYLAN
062338	ANDA		WARNER CHILCOTT LLC
062339	ANDA		ALCON
062340	ANDA		PHARM SPEC
062341	ANDA		SANDOZ INC
062342	ANDA		ALPHARMA US PHARMS
062343	ANDA		WATSON LABS
062347	ANDA		TARO
062349	ANDA		G AND W LABS INC
062351	ANDA		PADAGIS US
062353	ANDA		ALPHARMA US PHARMS
062354	ANDA		KALAPHARM
062356	ANDA		FRESENIUS KABI USA
062362	ANDA		LIFE LABS
062363	ANDA		PHARMACIA AND UPJOHN
062364	ANDA		TARO
062365	ANDA		FRESENIUS KABI USA
062366	ANDA		FRESENIUS KABI USA
062367	ANDA		COSETTE
062372	ANDA		BAYER PHARMS
062373	ANDA		BAXTER HLTHCARE
062376	ANDA		BRISTOL
062378	ANDA		BRISTOL
062381	ANDA		PHARMAFAIR
062383	ANDA		PHARMAFAIR
062386	ANDA		PHARMAFAIR
062387	ANDA		ALPHARMA US PHARMS
062388	ANDA		BAYER PHARMS
062389	ANDA		PHARMAFAIR
062390	ANDA		APOTHECON
062391	ANDA		MUTUAL PHARM
062392	ANDA		WATSON LABS
062394	ANDA		PHARMAFAIR
062396	ANDA		HIKMA INTL PHARMS
062399	ANDA		PHARMAFAIR
062402	ANDA		WATSON LABS
062405	ANDA		TARO
062406	ANDA		ELKINS SINN
062408	ANDA		BRISTOL
062409	ANDA		ALPHARMA US PHARMS
062411	ANDA		PHARMAFAIR
062413	ANDA		ABBOTT
062414	ANDA		HOSPIRA
062417	ANDA		BAYER PHARMS
062418	ANDA		MUTUAL PHARM
062420	ANDA		HOSPIRA
062421	ANDA		ACTAVIS LABS FL INC
062422	ANDA		BAXTER HLTHCARE
062423	ANDA		SANDOZ INC
062426	ANDA		INTL MEDICATION
062427	ANDA		TARO
062428	ANDA		PHARMAFAIR
062430	ANDA		PHARMAFAIR
062432	ANDA		MYLAN
062434	ANDA		PAR PHARM
062435	ANDA		GLAXOSMITHKLINE
062436	ANDA		WESTWOOD SQUIBB
062437	ANDA		PHARMAFAIR
062438	ANDA		WYETH AYERST
062439	ANDA		PHARMAFAIR
062440	ANDA		PHARMAFAIR
062442	ANDA		PAR PHARM
062443	ANDA		PHARMAFAIR
062444	ANDA		PHARMAFAIR
062446	ANDA		PHARMADERM
062447	ANDA		PADAGIS US
062450	ANDA		HIKMA
062452	ANDA		ALLERGAN
062453	ANDA		PHARMAFAIR
062455	ANDA		PADDOCK LLC
062456	ANDA		PADDOCK LLC
062457	ANDA		TARO
062458	ANDA		PHARMAFAIR
062459	ANDA		FOUGERA
062460	ANDA		PHARMADERM
062462	ANDA		HEATHER
062463	ANDA		HEATHER
062464	ANDA		BRISTOL
062466	ANDA		INTL MEDICATION
062467	ANDA		SYOSSET
062468	ANDA		FOUGERA PHARMS
062469	ANDA		SUPERPHARM
062471	ANDA		ALPHARMA US PHARMS
062472	ANDA		PADAGIS US
062474	ANDA		HERITAGE PHARMS
062475	ANDA		FRESENIUS KABI USA
062476	ANDA		STERISCIENCE
062477	ANDA		TARO
062479	ANDA		RANBAXY
062480	ANDA		NOVARTIS
062481	ANDA		PHARMAFAIR
062483	ANDA		VALEANT LUXEMBOURG
062485	ANDA		PHARMAFAIR
062488	ANDA		SANDOZ INC
062489	ANDA		BARLAN
062493	ANDA		PHARMAFAIR
062494	ANDA		SUPERPHARM
062496	ANDA		ALPHARMA US PHARMS
062497	ANDA		TEVA
062499	ANDA		COMBE
062500	ANDA		CHARTWELL
062501	ANDA		NOVARTIS
062502	ANDA		TEVA
062504	ANDA		ABRAXIS PHARM
062505	ANDA		CHARTWELL
062506	ANDA		TEVA
062507	ANDA		SOLOPAK
062508	ANDA		MERZ PHARMS
062509	ANDA		QUANTUM PHARMICS
062510	ANDA		ROCHE
062512	ANDA		WOCKHARDT BIO AG
062517	ANDA		FOUGERA PHARMS INC
062518	ANDA		PHARMADERM
062519	ANDA		SAVAGE LABS
062520	ANDA		WATSON LABS
062521	ANDA		ACTAVIS LABS FL INC
062522	ANDA		DOW PHARM
062523	ANDA		ALCON PHARMS LTD
062524	ANDA		CHARTWELL RX
062525	ANDA		QUANTUM PHARMICS
062527	ANDA		SANDOZ
062528	ANDA		LABS ATRAL
062530	ANDA		PHARMADERM
062531	ANDA		FOUGERA PHARMS INC
062533	ANDA		FOUGERA PHARMS INC
062534	ANDA		PHARMADERM
062535	ANDA		SANDOZ INC
062538	ANDA		STRIDES PHARMA
062539	ANDA		PHARMAFAIR
062540	ANDA		SUPERPHARM
062541	ANDA		PHARMAFAIR
062544	ANDA		NOVARTIS
062546	ANDA		PARKE DAVIS
062547	ANDA		ABBOTT
062548	ANDA		ABBOTT
062549	ANDA		LILLY
062557	ANDA		LILLY
062558	ANDA		PHARMAFAIR
062559	ANDA		PHARMAFAIR
062560	ANDA		LILLY
062562	ANDA		APOTHECON
062563	ANDA		ELKINS SINN
062564	ANDA		APOTHECON
062565	ANDA		LILLY
062566	ANDA		NOVARTIS
062569	ANDA		HIKMA
062571	ANDA		ALPHARMA US PHARMS
062579	ANDA		APOTHECON
062581	ANDA		TEVA
062586	ANDA		ABBOTT
062588	ANDA		HOSPIRA
062590	ANDA		LILLY
062591	ANDA		ACS DOBFAR
062592	ANDA		LILLY
062593	ANDA		WARNER CHILCOTT
062594	ANDA		WARNER CHILCOTT
062595	ANDA		PHARMADERM
062596	ANDA		PHARMADERM
062597	ANDA		SAVAGE LABS
062598	ANDA		SAVAGE LABS
062599	ANDA		FOUGERA PHARMS INC
062600	ANDA		FOUGERA
062601	ANDA		SAVAGE LABS
062602	ANDA		FOUGERA PHARMS INC
062603	ANDA		PHARMADERM
062604	ANDA		ABRAXIS PHARM
062605	ANDA		SOLOPAK
062606	ANDA		MYLAN
062607	ANDA		PHARMADERM
062608	ANDA		FOUGERA
062609	ANDA		SAVAGE LABS
062612	ANDA		HOSPIRA
062613	ANDA		PADDOCK LLC
062615	ANDA		ODYSSEY PHARMS
062616	ANDA		PHARMAFAIR
062617	ANDA		PHARMAFAIR
062618	ANDA		PARKE DAVIS
062623	ANDA		PHARMAFAIR
062628	ANDA		ALCON
062631	ANDA		PVT FORM
062634	ANDA		INTL MEDICATION
062635	ANDA		AKORN
062638	ANDA		HOSPIRA
062640	ANDA		ACS DOBFAR
062642	ANDA		QUAD PHARMS
062643	ANDA		QUAD PHARMS
062644	ANDA		PFIZER
062645	ANDA		PLIVA
062646	ANDA		PLIVA
062648	ANDA		PARKE DAVIS
062653	ANDA		WARNER CHILCOTT
062654	ANDA		HOFFMANN LA ROCHE
062655	ANDA		LILLY
062656	ANDA		PHARMAFAIR
062657	ANDA		PHARMAFAIR
062659	ANDA		SANOFI AVENTIS US
062660	ANDA		QUAD PHARMS
062662	ANDA		HOSPIRA
062663	ANDA		FRESENIUS KABI USA
062664	ANDA		WATSON LABS
062666	ANDA		ABRAXIS PHARM
062668	ANDA		PHARMAFAIR
062669	ANDA		PHARMAFAIR
062670	ANDA		TEVA
062672	ANDA		PHARMAFAIR
062674	ANDA		NASKA
062676	ANDA		SUN PHARM INDUSTRIES
062677	ANDA		SUN PHARM INDUSTRIES
062682	ANDA		HIKMA
062683	ANDA		TEVA
062686	ANDA		PVT FORM
062687	ANDA		SAPTALIS PHARMS
062688	ANDA		ABRAXIS PHARM
